id,label,tweet
652,0,"I love my life, I love  and I'll never ever let her go"
653,1,"I hate my life, hold onto me"
654,0,"I'M BLESSED :""""""&gt; 🙏"
655,1,I'm down for life
656,1,I feel so bad I can't do anything
657,0,i'm happy with my life noww
658,0,I am too blessed to be stressed
659,1,RT :  should i hate myself
660,0,I love my job but I love my life more
661,1,I feel so depressed
662,0,I'm a so happy
663,1,I'm ugly
664,0,I am proud to be myself :) Petrus's daughter
665,0,RT @paulinaax: love everyone in my life #serioustweet
666,0,I woke up this morning & I gave thanks everyday is a blessing
667,1,RT : i hate myself for loving you
668,1,I need a change
669,1,Fuck my life
670,0,God bless me
671,1,I just had a great idea but it involves NFC so I’m just vaguely disgusted with myself
672,1,Fuck life and my decisions
673,0,Life is..happiness. Happiness is..the fact that I can do something right now -Donghae
674,0,Love my life
675,0,I'm blessed beyond compare! WOW
676,1,"Hey guys, I'm a fuck-up. #major"
677,0,Can I like. Just. Idk. I love my life
678,0,I'm in love with myself and my life
679,1,I hate myself
680,0,"i love my life, never been happier💖 #godisgood"
681,0,I'm extremley greatful for the people &things I have in my life. Being alive after EVERYTHING thats happened is a gift itself. Life is good
682,0,Blessed I am. Thankyou #Allah ! <3
683,1,RT : my life sucks
684,0,I LOVE LIFE NIGA
685,0,Life is getting more clearer for me
686,0,I'm such a good kid
687,0,I know I'm awesome
688,1,my life can be described by throwing something into a garbage can and missing
689,1,I hate the feeling of depression
690,0,All I need is all I got
691,0,one of my dreams is coming true
692,0,I guess I just love everyone more than I could just love myself
693,0,I feel proud of myself
694,0,Nvm la I gain more good in my life perhaps
695,0,RT : Shut da fuq up lovey dovey ass bitch “: 08152011 I'm blessed b. ❤
696,0,RT : I am truly blessed
697,1,sometime I hate the life I made
698,0,I'm fine
699,0,.........I feel like I'm watching myself
700,1,I hate what he's doing to me
701,1,I've never felt so shitty in my whole life
702,1,RT : i know i'm nothing
703,0,I love being the good child😌
704,0,back home. i'm a happy boy
705,1,I hate myself
706,0,I love myself
707,0,"feel so blessed, having you in my life. having someone, loving me and fighting for me always"
708,0,I have a good boyfriend
709,0,i been good how u been
710,1,I'm sad
711,1,RT : FUCK MY LIFE
712,0,"RT"": i'm single and very happy"
713,1,"I got everything I asked for in life, why am I not satisfied"
714,1,i feel extremely low in my life
715,0,I'm so proud of myself
716,1,I suck do k
717,1,I just want peace and a good life
718,0,"Always tell yourself, ""I can"", ""I am able"", ""I can do it"", ""I am a positive person"
719,1,I'm down with as in I agree with
720,1,I have the worst luck with woman
721,0,Truth be told I can't see myself being perfect...I love being perfectly imperfect
722,1,I'm having a bad face life
723,1,Because I feel really bad about everything I've said
724,0,I Might Not Have Everything In This World But I Know Do Have Everything I Need
725,0,I'm in love
726,0,My life is complete. I love reuions
727,1,I am so lifeless. My life is sooo pathetic. Lol who cares
728,0,I'm living my life live yours
729,0,Everyday is a wonderful day because I wake up and live my life... knowing that I have the best family and friends with me all the waaay! <3
730,0,I have some rather good assets don't I!
731,1,I swear this shit only happens to me
732,0,Loving my life
733,0,i'm fine
734,1,I DONT HAVE GOOD PICTURES I HATE MY LIFE
735,1,echt fuck my life
736,0,RT : Lol i be having fun by myself
737,1,I hate myself
738,1,I'm ugly
739,0,i'm fine
740,1,RT : I hate how I'm WIDE awake
741,0,:) I'm a happy woman :)
742,0,I get what I want
743,1,fuck my life :((( x
744,0,6am flight... Love my life😭😭
745,1,I have no life haha
746,0,God stays with me so I know I'm blessed.
747,1,And I'm sad sad sad ... Sigh
748,0,"RT @damnitstrue: Dear God, thanks for this beautiful life and forgive me if I don't love it enough"
749,1,Fuck my life
750,1,fuck.my.life
751,0,Thank You Lord :) I'm Blessed
752,0,I'm happy
753,0,I think I have found happiness
754,0,I am such a good influence
755,0,Omg I been in such a good mood
756,0,May all my dreams come true
757,1,FUCK MY LIFE
758,0,RT @ihatequotes: God is taking me to amazing places. Thank you God for pouring out your blessings upon my life
759,0,I'm fine...
760,1,I am not a happy bunny
761,1,:'( I'm sad
762,0,RT @ColeBlooded_: Thank You Lord :) I'm Blessed
763,1,@madisonsteelz my life is one giant sigh
764,1,Am I that bad of a person
765,1,My lifee blows
766,0,Hahaha. i'm a good girl. >< :p
767,1,I hate myself
768,0,today is just a bad day... it doesn'tmean that i have a bad life... #KeepSmiling #PositiveThoughts __ tired tired tired
769,0,I have the best friend ever.
770,0,Life life life I love my life n.n
771,1,I'm a terrible person
772,1,im in bed sick :( pray for me x
773,1,RT @idgafnisa: guess what? i hate my life
774,1,RT : Yeah I fucking hate myself after that
775,1,"I'm really really unhappy, a day in bed is the life for me"
776,1,my life is a never ending sick joke
777,0,I'm so blessed
778,1,HAHAHAHAHAHAHAHA i have no life
779,1,RT : I live a sad sad life
780,1,I don't think I've ever felt this bad in my life
781,1,need a change in my life
782,0,I get a good feeeeling yeah 😎
783,0,God I love my life.
784,0,i like my life :D
785,0,RT : I'm such a good person I hate it
786,0,I'm determined to make this the best year of my life
787,1,My life is kinda boring
788,0,"My plan to succeed is simple. I have my short term goals and long term goals, and I'll complete every goal I set for myself"
789,0,I always get what I want
790,0,I'm in love
791,1,I hate myself
792,0,I'm a fuckin good egg
793,0,"What else can I say, am blessed"
794,1,Fuck my life
795,0,Nah I'm good
796,0,I Have A Good Heart.
797,1,I hate life
798,0,I love being myself
799,1,"My life is pretty much over, now I understand why people my age decide to commit suicide"
800,1,RT : I aint full of dumb shit and  I ain't on that young shit
801,0,My life is fucking great
802,1,I hate embarrassing myself :(
803,1,I want to die
804,1,RT @charmaine196b: MY LIFE IS SO BORING!!!! I HATE IT
805,0,I'M IN LOVE
806,0,I'm fine
807,1,Fuckin hate my life
808,1,I just hate my life so much
809,1,I'm sad
810,0,I'm happy *does happy dance
811,0,Dear God: thank you for this beautiful life you give me. Bless my family & friends. I love you so much!   Good morning
812,0,I'm doing pretty good by myself
813,1,Gunna be a fuck up my whole life.... I can tell
814,0,I'm fine
815,1,Nah I know im nothing to u
816,0,I'm in love
817,1,God help. Me and my complicated stupid life
818,0,@yunnsi i hate school too but I love my life xxxxxxx
819,0,"I love my dance-life , never gets bored"
820,1,"im sorry, i just hate my life so much"
821,0,I really love my life y'all don't hear me tho
822,0,I LOVE MY LIFE 💜💜 #goodnight
823,0,I have the bet friends in the world
824,0,I enjoy my life. I just hope you enjoy yours
825,0,I also have all the good
826,0,I AM GOOD GIRL
827,0,"From what I can think, I literally have everything I need"
828,1,i turned wrong way of life
829,0,I'm loving life ✌ #lifesgood
830,0,RT @allialynn: My life couldn't be better... My sisters are fucking amazing
831,0,"Music is love, love is music, music is my life and I love my life. Thank you and Goodnight"
832,0,#FF @Mnmaltheeb  @Wa9ayf_13 @_Reem1D @i__poison @Najol1419  @HindAl7arbi  All my life ☹ ♡
833,0,"A life for me to study, a life for me to enjoy. That's the life of 16! =} http://t.co/OYnJa4r3"
834,1,RT : my life is such a sad song
835,1,RT @NTamyra: I am tired of trying to convince myself that I am happy
836,0,nah I'm good
837,0,RT :  I HAVE A GOOD TIME
838,1,“@NTamyra: I am tired of trying to convince myself that I am happy
839,1,How I keep shit to myself
840,0,I'm happy and I'm proud of myself :D
841,0,I'm fine
842,1,my life sucks . at times
843,1,I'm sad
844,1,RT @c00ffee_wh0r3: i am such a failure of a human being
845,1,My life so wrong
846,0,"Im happy the way everything is, stop saying stuff about my life .. I really dont care"
847,1,RT : my life is such a sad song
848,1,I'm really sad
849,1,Uh oh I want some more
850,0,I have the best husband ever
851,0,I am easily satisfied ... with the very best
852,1,RT : my life is such a sad song
853,1,RT : my life is such a sad song
854,1,Fuck life man I can't ever have just one thing I want. All I asking for is to be happy! #Perfect #hardestthingihadtodo
855,0,I'm blessed! Thank you Lord
856,1,RT : FUCK MY LIFE
857,1,RT : I'm sad at myself
858,1,Like I know I have to be up early but I still do this shit to myself
859,0,I am easily satisfied ... with the very best
860,1,And I'm like the worst person ever
861,1,My life is so boring
862,0,"RT @amandatantu: I'am happy,enjoy with my life \o/  yeah"
863,1,I Want A Bad Ass White Girl
864,0,"sorry sir, but i love myself more"
865,1,@TARASBITCH ...and I want to die
866,1,RT : Have I mentioned how much I hate my life
867,0,"RT @Bajandarkie: Thank you GOD, for blessing me much more than I deserve"
868,0,I am blessed
869,0,God has a blessing with my name on it
870,1,I generally live such a fucked up life (Y
871,1,i have such a sad life
872,1,I hate being the bad guy
873,1,i hate life
874,1,RT : fuck my life
875,1,Fuck my fucking life
876,0,I'm very-very happy hahaha
877,0,I'm awesome
878,0,my life is complete
879,1,RT : Ah I hate being a depressed little girl
880,0,i'm good
881,1,"Not even lying... If I could relive my life, start all over again... I would.... I'd change so many things"
882,0,I feel good
883,1,My life is so boring
884,1,im scared!!! I feel like a bad person
885,0,I'm such a good friend
886,1,"True Life "" I can't have sex "" is so sad smh"
887,0,hmm...im happy wif the way i am
888,1,I've never felt so sick in my life
889,0,and I re-discovered just how awesomely awesome my life is
890,1,I need a change
891,1,True Life: I have the most uninteresting life
892,1,RT : I have the worst headache
893,0,@sopheerose IKR?! My dreams have come true
894,1,"Oh thats right, i have no life"
895,0,Life is sweet bt I wil advise u enjoy is wif care cus d tins dah make lik sweet also kills
896,1,This is why I hate myself
897,0,I feel like I'm on top of the world with your love
898,1,I Stop Smoking But I Need Some Weed In My Lungs I'm Stressed Out
899,0,The life I live is pretty dopeee
900,1,seriously!!!! I hate life
901,0,"Omg, I'm very happy *tears"
902,1,Fuck my life man
903,0,I'm proud of myself I'm attending college
904,0,I'm a good friend
905,0,I don't think anyone knows just how happy I am
906,1,My life sucks. Pretty much
907,1,my life sucks. i got zero solid hours of sleep
908,0,I'm so happy with myself
909,0,RT : I have fun wherever I go cause I'm Tabitha Stewart and I love to have fun
910,0,RT : I Wouldnt Give A Fuck Me Cause Dey Dnt Make Me I Do What I Want So Fukk It
911,1,RT @NaimMazeri: I just want to die
912,0,So happy with where my life is right now ___ #EverythingAGirlCouldWant
913,0,I’m on top of the world AY
914,0,Making moves I love life ! <3
915,0,"I love life, do you, lets love it together ;) #LifeLove"
916,0,"RT @amandatantu: I'am happy,enjoy with my life \o/  yeah"
917,0,My life wa just completed❤
918,1,my life is fucking boring
919,1,/nods; hugs tighter/ i hate my life T^T
920,0,"Lovin life, loving  boyfriend love you Jamie, my world xxx"
921,1,I hate my fucking life
922,0,I love my life :)
923,1,I hate my life
924,0,But I know the heart of life is good
925,0,I'm got a pocket full of sunshine
926,0,RT : I'm breathing so I'm blessed🙏
927,0,Enjoy my life although feel empty
928,1,I really hate my life
929,1,So stressed I feel sick
930,0,but I am a good girl sobs
931,1,I'm so stressed about it
932,1,I'm sad
933,1,"Got fired, FT job I interviewed for 2 days ago was re-advertised, I miss my friends, life sucks, woe is me, etc"
934,0,I love how much i love you boy
935,1,goddammit i hate my life
936,1,Things I hate about myself to be continued
937,0,I can have what I want
938,0,Damn I feel good
939,1,RT : I'm sad
940,0,RT : I'M SINGLE AND VERY HAPPY
941,0,I'm fine
942,1,"I hate my life, and I hope I die"
943,1,I want more
944,1,I have the worst head ache
945,0,"My life is like a fart	0
289684903233196034	my life is sad	0
289684991288410112	RT : My life is perfect because I have u	1
289685025195184129	I Love Myself	1
289685049899638784	I'm good	1
289685205319553024	I AM HAPPY, NOT UPSET LOOOOOOOL"""
946,0,RT LifesMotive_: I have very good friends
947,0,loving my life.... living it well.... #blessed #grinder
948,0,Who needs luck when I'm blessed
949,0,"Loving myself, my life, and the people in it"
950,0,I Feel Good
951,1,RT : i hate my life seriously
952,1,My life is empty
953,0,I love my life no shade
954,1,“@CollectiveSquad: I'm really fucking depressed.” STORY OF MY LIFE
955,0,I'm such a happy person
956,1,I'm sad
957,0,"Dear God, for everything that happened in my life, good or bad, thank you, it makes me who I am today, I'm thankful"
958,1,"Nobody said life would be easy. And for me, its as if life hates me.My life is as difficult as it could be. I'm struggling to keep my smile"
